qid,name,pageviews_sum_global,langs_seen
Q115581596,Jordan De Luxe,18529,fr
Q11492219,Yuri Tsunematsu,18528,ja
Q59655998,Randal Kolo Muani,18525,en,fr
Q37001,Toshirō Mifune,18521,ja
Q30925733,Hikaru,18518,ja
Q975469,Francis Huster,18509,fr
Q28069106,Yūhei Takanashi,18502,ja
Q3354159,Ophélia Kolb,18500,fr
Q2821166,Abd al-Majid Tabboun,18493,fr
Q11631084,Kei Kurube,18470,ja
Q847386,Noriyuki Makihara,18453,ja
Q7060,Michel Onfray,18445,fr
Q60039,Reinhard Heydrich,18437,de,fr,ja
Q60194618,Ren Hiramoto,18424,ja
Q234094,Chiaki Kuriyama,18398,ja
Q20039636,Akari Kitō,18397,ja
Q236157,Cécile de France,18369,de,fr
Q2019307,Ronnie Radke,18350,de,en
Q104670,Christoph Maria Herbst,18346,de
Q531287,Peter Maffay,18329,de
Q2646765,Franck Dubosc,18310,fr
Q13360930,Beatrice Egli,18276,de
Q115529290,Shogo Asano,18272,ja
Q11665644,Kan Kazama,18269,ja
Q1060677,Shintaro Morimoto,18265,ja
Q130828,Yumi Asō,18244,ja
Q1394,Vladimir Lenin,18238,de,es,fr
Q99541,Nova Meierhenrich,18227,de
Q3118557,Grégory Gadebois,18190,fr
Q5096637,Chie Kajiura,18154,ja
Q52516479,Hoshi,18144,fr
Q10855516,Hideki Kuriyama,18140,ja
Q266816,José María Arguedas,18137,es
Q232470,Valeria Bruni-Tedeschi,18125,fr
Q117457194,Marcos Martínez,18103,es
Q17223237,Hirona Yamazaki,18090,ja
Q1041576,Akiko Yada,18085,ja
Q11537522,Maho Kuwako,18064,ja
Q5621337,Gustavo Alfaro,18063,es
Q3296318,Maryse Burgot,18033,fr
Q91513,Sven Martinek,18028,de
Q1370742,Kiyoshi Atsumi,18028,ja
Q237405,Aya Hirano,18026,ja
Q11326705,Hama Okamoto,18019,ja
Q45457,Andy Borg,18014,de
Q301804,Shigeru Yoshida,18012,ja
Q284038,Matsudaira Sadanobu,18010,ja
Q3545184,Yukiyo Toake,18009,ja
Q14924803,Beatrix von Storch,17996,de
Q45292,Michael Herbig,17991,de
Q42305,Richard I of England,17984,de,fr,ja
Q87438,Esther Schweins,17973,de
Q17227714,Akane Hotta,17964,ja
Q64782765,Marino Fujimoto,17956,ja
Q11475124,Hikaru Iwamoto,17955,ja
Q95026,Shirley MacLaine,17948,de,en,es
Q443516,Clotilde Courau,17943,fr
Q11482650,Kami Hiraiwa,17942,ja
Q1327925,Elena Uhlig,17910,de
Q2424639,Thomas Heinze,17905,de
Q3294412,Gustavo Costas,17881,es
Q48762968,Wakatakakage Atsushi,17878,ja
Q22128390,Louis Okoye,17865,ja
Q26405326,Teoscar Hernández,17850,ja
Q30113048,Felix Lobrecht,17844,de
Q104538652,Tomoya Tsuboi,17836,ja
Q265091,Satomi Kobayashi,17825,ja
Q112640278,Sébastien Delogu,17816,fr
Q1057744,Masahiro Matsuoka,17816,ja
Q123405214,Viktor Kolesnik,17807,ja
Q238465,Hélène Ségara,17784,fr
Q5577,Salvador Dalí,17760,es,fr
Q11240753,Yoshiko Morishita,17757,ja
Q11475801,Hiroyuki Kishi,17744,ja
Q50023,Yōko Hikasa,17743,ja
Q40904,Werner Heisenberg,17734,de
Q110403741,Airu Kubozuka,17734,ja
Q15618700,Karen Ōtomo,17708,ja
Q965921,Mitsu Dan,17701,ja
Q864761,Maki Horikita,17700,ja
Q1037250,So Taguchi,17675,ja
Q26690130,Anuel AA,17654,es
Q11339974,Maki Ueda,17639,ja
Q946961,Jean Sarkozy,17628,fr
Q884992,Herbert Dreilich,17602,de
Q11302043,Junko Koshino,17594,ja
Q171463,Lucero,17591,es
Q1446020,Louis Klamroth,17573,de
Q124081707,Christina Block,17566,de
Q910120,Kazue Fukiishi,17562,ja
Q1186964,Mao Ichimichi,17555,ja
Q15177921,Davie Selke,17547,de
Q64782614,Naohiro Hayashi,17490,ja
Q87948081,Cocomi,17483,ja
Q41805303,Atsuhiko Kurokawa,17479,ja
Q130726524,Rui Muneyama,17470,ja
Q11475496,Akiko Iwata,17432,ja
Q11395097,Norimasa Fuke,17425,ja
Q3380215,Philippe Lellouche,17405,fr
Q1384218,Julia Koschitz,17395,de
Q11596913,Yū Inaba,17377,ja
Q43387663,Cailee Spaeny,17369,de,en,ja
Q17612631,Mikel Merino,17369,es,fr,ja
Q48892,Didier Drogba,17366,en,fr
Q20882,Gustave Eiffel,17348,de,fr
Q201377,Oscar Pistorius,17328,de,es,fr
Q1622098,Tom Kaulitz,17311,de
Q1369257,Yūki Kaji,17311,ja
Q45370,Roy Black,17307,de
Q236835,Clara Morgane,17283,fr
Q11646784,Megumi Kaneko,17263,ja
Q2020417,Oliver Masucci,17258,de
Q123439972,Maroan Sannadi,17239,es,fr
Q106538,Sandra Maischberger,17216,de
Q29917987,Marine Tondelier,17206,fr
Q741256,Ayaka Nishiwaki,17189,ja
Q1183854,Yuka Iguchi,17183,ja
Q3155992,Itsuki Sagara,17171,ja
Q45661,Coco Chanel,17153,en,es,fr
Q20859398,Nicole Fujita,17149,ja
Q1039595,Tomokazu Miura,17148,ja
Q18235331,Nako Yabuki,17139,ja
Q110001765,Álvaro Fernández,17131,es
Q1192799,Hiro Shimono,17111,ja
Q11633584,Hana Toyoshima,17094,ja
Q15391841,Marie-Agnes Strack-Zimmermann,17088,de
Q242673,Park Min-young,17060,ja
Q37970,Gregor Mendel,17051,es
Q128198,Yusuke Nomura,17049,ja
Q985899,Tsuyoshi Domoto,17048,ja
Q41129,Germán Valdés,17048,es
Q529265,Noëlle Lenoir,17038,fr
Q76288242,Maya Shimizu,17030,ja
Q109318747,Yūsei Yagi,17030,ja
Q11597699,Masataka Kubota,17029,ja
Q64782539,Hayate Ichinose,17019,ja
Q11619963,Nanao,17014,ja
Q1598750,Lisa Feller,17013,de
Q762906,JoeyStarr,16999,fr
Q108760741,François Vérove,16988,fr
Q3588007,Élodie Gossuin,16981,fr
Q499783,Aurora Rodríguez Carballeira,16980,es
Q124479935,Tuki,16979,ja
Q1139064,Pio Marmaï,16963,fr
Q276170,Alejandro Sanz,16948,es
Q725392,Katsuyuki Konishi,16946,ja
Q58168,Nolwenn Leroy,16936,fr
Q5267307,Devil Masami,16935,ja
Q1666,Jacques Brel,16921,fr
Q64783627,Yūki Inoue,16914,ja
Q5359799,Wakana Sakai,16914,ja
Q11367718,Hideo Nakano,16900,ja
Q78138804,Barbara Pravi,16872,fr
Q339252,Loris Karius,16852,de
Q1186415,Yūichi Nakamaru,16848,ja
Q107726,Boris Palmer,16822,de
Q24861753,Yurina Hirate,16816,ja
Q3546378,Kazuhiro Yamaji,16813,ja
Q457414,Cristina Almeida,16806,es
Q131010467,Maika Takeda,16783,ja
Q347456,Jin Akanishi,16780,ja
Q30512608,Laurent Saint-Martin,16771,fr
Q902848,Naoko Iijima,16761,ja
Q318290,Olli Dittrich,16760,de
Q171128,Diego Rivera,16756,es
Q467954,Pedro Infante,16728,es
Q230433,Empress Masako,16715,ja
Q242432,Shy'm,16713,fr
Q80805,DJ Khaled,16702,en,fr
Q22120815,Masataka Yoshida,16694,ja
Q11624818,Susumu Fujita,16683,ja
Q21890311,Juan Branco,16673,fr
Q53002,François Truffaut,16658,fr
Q175637,Miyabiyama Tetsushi,16655,ja
Q16297876,Gabriel Boric,16650,es
Q848873,Takuro Yoshida,16626,ja
Q45567,Fernando Morientes,16602,es
Q11552127,Hiroyuki Ikeda,16595,ja
Q62085003,Kumi Sasaki,16583,ja
Q66828635,Ichikawa Botan Ⅳ,16574,ja
Q557272,Vincent Lindon,16568,fr
Q11267605,Sakana-kun,16560,ja
Q60229730,Sota Hanamura,16558,ja
Q1001871,Takashi Saito,16544,ja
Q11633974,Ellie Toyota,16541,ja
Q1029506,Camilo Sesto,16540,es
Q131577832,Théodora,16528,fr
Q861978,Takurō Morinaga,16513,ja
Q1343793,Kanata Hongō,16508,ja
Q1190085,Asaka Seto,16504,ja
Q9183956,Masako Mori,16493,ja
Q455040,Jacques Barrot,16492,fr
Q9312,Immanuel Kant,16486,de,es
Q185225,Santi Cazorla,16449,es
Q130726495,Shunta Nomura,16434,ja
Q113274679,Sara Aagesen,16425,es
Q66743376,Ansu Fati,16409,es,fr
Q7827568,Tosca Musk,16394,de,en,es
Q448910,Dorothée,16378,fr
Q19509544,Federico Valverde,16371,es
Q4830856,Ayako Nishikawa,16368,ja
Q269532,Misia,16367,ja
Q16264910,Takashi Okabe,16348,ja
Q1151447,Toma Ikuta,16333,ja
Q200188,Jimmu,16317,ja
Q7705350,Teruyoshi Uchimura,16272,ja
Q270652,Mika Nakashima,16266,ja
Q109627,Ingo Zamperoni,16264,de
Q75857,Nuri Şahin,16256,de,es
Q1196113,Masatoshi Hamada,16246,ja
Q67497738,Karshyga Dautbek,16211,ja
Q1083827,Christine Urspruch,16205,de
Q2929242,Bárbara Rey,16202,es
Q126810747,Hanane Mansouri,16189,fr
Q105259987,Uoto,16182,ja
Q85586500,Suzu Yamanouchi,16163,ja
Q97031291,FukuraP,16155,ja
Q2997347,Corinne Masiero,16147,fr
Q317286,Samy Naceri,16134,fr
Q21693917,Yui Sakuma,16132,ja
Q54292783,Munetaka Murakami,16122,ja
Q705221,Haruomi Hosono,16115,ja
Q11607892,Kanako Ogata,16109,ja
Q911632,Kimiyasu Kudō,16085,ja
Q5981954,Lucas Vázquez,16071,es,fr
Q23816459,Anne Sila,16069,fr
Q17485936,Éric Coquerel,16034,fr
Q491766,Mathieu Kassovitz,16028,de,fr
Q1152111,Princess Kako of Akishino,16023,ja
Q9118288,Ayako Yoshitani,16019,ja
Q181797,Yui Yokoyama,15986,ja
Q123068,Charles Brauer,15970,de
Q2896024,Benjamin Castaldi,15969,fr
Q20976280,Yeferson Soteldo,15964,es
Q74146778,Ōrin,15962,ja
Q11563867,Shinnosuke Mitsushima,15954,ja
Q7259,Ada Lovelace,15937,en,es
Q86451825,Christina Hänni,15919,de
Q54670191,Begoña Gómez Fernández,15918,es
Q10959942,Ayako Koshino,15914,ja
Q30339422,Yaël Braun-Pivet,15910,fr
Q38278199,Yūki Yoda,15905,ja
Q54097528,Riccardo Simonetti,15900,de
Q1134409,Kōki Tanaka,15875,ja
Q370928,Sacha Distel,15872,fr
Q3591105,Éric Dupond-Moretti,15829,fr
Q65106,Alexandra Maria Lara,15828,de,fr
Q76324,Juli Zeh,15822,de
Q1036386,Kaho,15815,ja
Q3265564,Lucien Jean-Baptiste,15811,fr
Q351732,Sonny Chiba,15807,ja
Q43803,Horst Lichter,15803,de
Q1822160,Lewis Strauss,15803,de,fr
Q703958,Yoshio Kodama,15797,ja
Q16149172,Alexander Albon,15796,es,fr
Q18398335,Thomas Guénolé,15794,fr
Q99676839,Doums,15781,fr
Q4701067,Akinobu Okada,15765,ja
Q1280549,Delphine Wespiser,15748,fr
Q444170,Yodelice,15747,fr
Q115526864,Franca Lehfeldt,15734,de
Q62064989,la pantera martines,15728,es
Q329729,Emmanuel,15727,es
Q24450231,Gervonta Davis,15723,es,ja
Q5954780,Juliana Gattas,15718,es
Q11395691,Mai Demizu,15717,ja
Q1136373,Emi Takei,15709,ja
Q630170,Leandro Paredes,15698,es
Q84043942,Ca7riel,15696,es
Q16638763,Gaël Faye,15694,fr
Q164117,Armin Mueller-Stahl,15694,de
Q24867744,Kaito Yoshimura,15691,ja
Q1270509,Guy Marchand,15669,fr
Q11382705,Nobuyuki Sakuma,15664,ja
Q106686959,SDM,15663,fr
Q1076203,Akihiro Miwa,15655,ja
Q311183,Date Masamune,15649,ja
Q289718,Shinobu Terajima,15640,ja
Q78519,Archduke Karl Ludwig of Austria,15633,de,es,fr
Q50012,Josefine Preuß,15628,de
Q110188420,Anthony Bourbon,15627,fr
Q123155116,Ririka Moriwaki,15621,ja
Q3667822,María Elisa Camargo,15607,es
Q2364370,Jennifer Ayache,15607,fr
Q44131,Werner Herzog,15601,de,fr
Q11529574,Erika Matsuo,15584,ja
Q16235295,Michael Conforto,15581,ja
Q306665,Miwa,15577,ja
Q207578,Laetitia Casta,15572,fr
Q388035,Gloria Trevi,15567,es
Q76149,Christian Tramitz,15555,de
Q1442404,Rafael Caro Quintero,15552,es
Q41102798,Julien Odoul,15539,fr
Q121304449,Freida McFadden,15535,fr
Q42860944,Karl Nehammer,15511,de
Q11490361,Yumi Tokunaga,15510,ja
Q90812344,Mike Heiter,15495,de
Q11885,Axl Rose,15490,de,es
Q6451952,Kyoji Horiguchi,15487,ja
Q54365875,Kōki,,15487,ja
Q970408,Samuel Benchetrit,15479,fr
Q44521894,Kotaro Kiyomiya,15467,ja
Q1736731,Katrin Müller-Hohenstein,15463,de
Q842977,Hiroyuki Nishimura,15458,ja
Q879970,Ross Antony,15384,de
Q4902933,You,15382,ja
Q25266047,Maoko Hibi,15373,ja
Q5367470,Sei Matobu,15356,ja
Q3067392,Shima Iwashita,15353,ja
Q11502513,Yūko Araki,15346,ja
Q2224509,Sarah Tacke,15331,de
Q8951402,Enako,15325,ja
Q10767092,Masahiro Higashide,15296,ja
Q1054683,Hiroko Yakushimaru,15293,ja
Q17160970,Shogo Taniguchi,15289,ja
Q3133481,Herbert Léonard,15279,fr
Q22046619,Lynn,15275,ja
Q26625,Marc Anthony,15273,es
Q111113537,福田龍彌,15268,ja
Q102246892,Hayate Nakagawa,15258,ja
Q128839298,飯田祐基,15257,ja
Q552681,Pierre Brice,15243,de
Q1097640,Claudia Michelsen,15230,de
Q47496,Marina Abramović,15222,de,en,fr
Q32732,Malala Yousafzai,15219,es
Q2934891,Camille Combal,15217,fr
Q449640,Anny Duperey,15212,fr
Q189081,Howard Hughes,15201,de,es,fr
Q689494,Dieudonné Mbala Mbala,15199,fr
Q71734964,Kevin  Lomónaco,15157,es
Q101584397,Carola Holzner,15153,de
Q72928297,Diana Bovio,15148,es
Q3192364,Kamel Daoud,15125,fr
Q5896998,Hiba Abouk,15112,es,fr
Q111511839,Steven Kwan,15097,ja
Q3168303,Jean-Pascal Zadi,15073,fr
Q1044930,Ryota Igarashi,15056,ja
Q33104183,Stéphanie Le Quellec,15055,fr
Q3369875,Patrick Sébastien,15052,fr
Q59552004,Atsuki Yuasa,15036,ja
Q1955926,Tomoyo Kurosawa,15034,ja
Q441676,Léa Drucker,15008,fr
Q30301454,Ibrahima Konaté,15008,en,fr
Q551233,Anja Reschke,14994,de
Q11365210,Anne Nakamura,14982,ja
Q20801692,Leonardo Fernández,14964,es
Q1189115,Hidetaka Yoshioka,14957,ja
Q121354860,友田オレ,14947,ja
Q2905980,Blanche Gardin,14939,fr
Q15812341,Gisa Flake,14938,de
Q2812069,Takahiro,14926,ja
Q866626,Kirari,14923,ja
Q620118,Fabrice Luchini,14921,de,fr
Q1151427,Koichi Domoto,14919,ja
Q11434154,Tōru Ōta,14915,ja
Q266676,Namie Amuro,14907,ja
Q632,Jean Moulin,14895,fr
Q153355,Michel Fourniret,14893,fr
Q11529119,Airi Matsui,14892,ja
Q24859665,Seika Inoue,14891,ja
Q583635,Laurent Delahousse,14884,fr
Q97738880,Jule Brand,14870,de
Q105558,Mark Forster,14847,de
Q776008,Nasser Al-Khelaifi,14833,de,es,fr
Q131706,Maria Theresa of Austria,14828,de,fr
Q44297797,Ferran Torres,14825,es,fr
Q331876,Charbel Makhluf,14817,es
Q130344922,Malik Frikah,14808,fr
Q7192462,Pierre Taki,14796,ja
Q20039957,Yugo Kochi,14793,ja
Q517482,Masaki Aiba,14785,ja
Q199943,Adriano Celentano,14784,de
Q484605,Christine Lagarde,14777,de,fr
Q83406,Spartacus,14773,de,es
Q63317,Sasha,14772,de
Q1802,Daniel Balavoine,14772,fr
Q8056236,Yoshio Kojima,14767,ja
Q1387541,Hendrik Wüst,14752,de
Q983159,Kad Merad,14748,fr
Q160499,Charles-Maurice de Talleyrand-Périgord,14745,fr
Q2665010,Valérie Bègue,14723,fr
Q623353,Melendi,14721,es
Q192965,Juan Román Riquelme,14705,es
Q74145660,Saya Kamitani,14701,ja
Q9020575,Yukiyoshi Ozawa,14699,ja
Q3090378,Mike Trout,14660,ja
Q11557962,Kōichi Hamada,14636,ja
Q27755003,Capucine Anav,14634,fr
Q11454603,Kensuke Miyazaki,14626,ja
Q75431,Senna Guemmour,14618,de
Q4714674,Alejandro Sergi,14615,es
Q152325,Isoroku Yamamoto,14613,ja
Q106504630,Sammis Reyes,14604,es
Q16769876,Shun Otokita,14598,ja
Q15824197,Kontra K,14594,de
Q3502013,Stéphane Plaza,14592,fr
Q60613887,Azusa Miyazaki,14589,ja
Q3111320,Ken Shimizu,14574,ja
Q1778862,Lucas Gregorowicz,14574,de
Q64822172,Lea Wagner,14568,de
Q296718,Lázaro Cárdenas,14517,es
Q1045616,Carsten Maschmeyer,14510,de
Q17350360,Risa Hayashida,14504,ja
Q1195767,Mariko Shinoda,14501,ja
Q430613,Nino Bravo,14474,es
Q181844,Aya Matsuura,14472,ja
Q119562,Sergio Agüero,14464,es,ja
Q46993553,Marie s'infiltre,14457,fr
Q1141827,Kiyoshi Hikawa,14456,ja
Q5359588,Misa Etō,14431,ja
Q1660858,Ina Paule Klink,14424,de
Q132738,Alberto Contador,14424,de,es,fr
Q3380605,Philippe Rebbot,14417,fr
Q824113,Bernd Römer,14416,de
Q170419,Carlos Slim,14409,es
Q42716978,Barbara Lefebvre,14397,fr
Q22125023,Kaito Miyachika,14385,ja
Q297453,Grégory Lemarchald,14383,fr
Q234297,Miou-Miou,14379,fr
Q358513,Michel Sardou,14373,fr
Q1631970,Massimo Sinató,14342,de
Q775989,Raphaël Enthoven,14340,fr
Q270905,Meisa Kuroki,14339,ja
Q96712775,Mino Suzume,14331,ja
Q6004607,María Soledad Morales,14313,es
Q3058909,Estelle Lefébure,14304,fr
Q22118838,Seishirō Sakamoto,14298,ja
Q107365,Manuel Neuer,14293,de,es,fr
Q1514738,Ronald Schill,14286,de
Q600051,François Cluzet,14282,de,fr
Q3490809,Sophia Aram,14242,fr
Q23561061,Robert Farle,14219,de
Q37793136,Aya Nakamura,14211,fr
Q471093,Carlos Marín,14205,es
Q44736,Loriot,14194,de
Q2699591,Tini,14172,es,fr
Q819016,Carlos Santana,14171,de,es,fr
Q97612404,Rodrigo Alonso Herrera Aspapi,14169,es
Q21130285,Marcos Llorente,14154,es,fr
Q17219841,Konomi Mori,14151,ja
Q229732,Kumi Koda,14144,ja
Q11451139,Ken Yasuda,14144,ja
Q11616564,Chinatsu Wakatsuki,14124,ja
Q11384144,Shiori Satō,14120,ja
Q6752929,Manuel Valdés,14084,es
Q129013,Max Kruse,14064,de
Q260854,Alexandra Rosenfeld,14059,fr
Q109287495,Masaya Sano,14036,ja
Q748582,Kōichi Satō,14035,ja
Q346,Louis IX of France,14034,fr
Q128034088,Yū Tano,14034,ja
Q9053944,Natsumi Uga,14020,ja
Q1070572,Saburō Kitajima,14006,ja
Q2982536,Níkos Aliágas,13998,fr
Q43999,St. James the Elder, Apostle,13966,es
Q80871,Gabriela Mistral,13915,es
Q18684443,Anne Le Nen,13908,fr
Q1137010,Mieko Harada,13901,ja
Q50640292,Rena Yamazaki,13898,ja
Q73112038,Chihiro Suzuki,13895,ja
Q44220,Anders Behring Breivik,13875,de,fr
Q3490956,Sophie Jovillard,13855,fr
Q55527939,Nashiko Momotsuki,13854,ja
Q1702610,Joko Winterscheidt,13853,de
Q3067474,Faustine Bollaert,13843,fr
Q691135,Hiroko Shimabukuro,13836,ja
Q453691,Quentin Dupieux,13833,fr
Q87866051,Anju Ishiyama,13822,ja
Q231091,Morena Baccarin,13815,de,en,es,fr
Q3113501,Miwa Yoshida,13796,ja
Q119568,Eckart von Hirschhausen,13791,de
Q53909401,Jacob Elordi,13785,en,es,fr
Q158753,Juan Luis Guerra,13776,es
Q3169294,Jean-Pierre Foucault,13758,fr
Q762673,Joyce Jonathan,13753,fr
Q30937368,Nana Mori,13741,ja
Q16830705,Bruno Alexander,13731,de
Q117289166,Kevin Castaño,13731,es
Q465343,Eugénie Le Sommer,13730,fr
Q3538556,Trevor Bauer,13729,es,ja
Q60806764,Miku Tanaka,13721,ja
Q2608238,José José,13713,es
Q80650425,Marie-Louise Finck,13700,de
Q2607248,Griselda Siciliani,13679,es
Q694259,Olivier Marchal,13673,fr
Q8973428,Hiroaki Iwanaga,13670,ja
Q58755430,André Jardine,13649,es
Q462142,La ñaña,13649,es
Q311193,Yoshiki,13647,ja
Q1148945,Hisashi Iwakuma,13643,ja
Q21019516,Makoto Hoshi,13637,ja
Q7385502,Ryuichi Kihara,13636,ja
Q1288810,Nancy Faeser,13619,de
Q572984,Filip Nikolic,13616,fr
Q116126186,Mallory Wanecque,13589,fr
Q3351018,Olivier Faure,13588,fr
Q71673,Jessica Schwarz,13580,de
Q21702350,Manami Miyaji,13580,ja
Q160472,Marc-André ter Stegen,13577,de,es,fr
Q17621449,Apolline de Malherbe,13575,fr
Q3014388,Daniel Lévi,13565,fr
Q1682918,Jannis Niewöhner,13565,de
Q106020252,Prisca Thevenot,13562,fr
Q207898,Manu Chao,13558,es,fr
Q171235,Thalía,13558,es
Q234099,Maki Goto,13551,ja
Q26792324,Ruka Matsuda,13546,ja
Q970521,Eiko Koike,13545,ja
Q2929989,Bérengère Krief,13538,fr
Q236954,Anna Tsuchiya,13533,ja
Q105704073,Ayana Katō,13532,ja
Q76151,Rainer Hunold,13530,de
Q11594282,Yūichi Fukuda,13530,ja
Q69669,Uschi Glas,13528,de
Q3021833,Delphine Horvilleur,13521,fr
Q91587,Manfred Krug,13495,de
Q5360503,Shin'ya Ōwada,13484,ja
Q131141658,Adrien Laurent,13476,fr
Q543169,Bernard Giraudeau,13466,fr
Q206856,Angela Lansbury,13459,de,fr
Q448054,Hakuhō Shō,13454,ja
Q63059,Veronica Ferres,13452,de
Q11409970,Ryūji Harada,13447,ja
Q19560756,Marin Honda,13444,ja
Q11414788,Yūko Natori,13443,ja
Q110104115,Luck Ra,13443,es
Q1046963,Yōsuke Eguchi,13437,ja
Q236630,Marcel Pagnol,13436,fr
Q76837,Daniel Cohn-Bendit,13427,de,fr
Q103656,Tanja Wedhorn,13415,de
Q106453110,John Zegrus,13377,es,ja
Q346411,Michael Landon,13373,en,fr
Q449665,Alwara Höfels,13353,de
Q11673081,Shiho Takano,13336,ja
Q178525,Eleanor of Aquitaine,13335,es,fr
Q44274,Jörg Haider,13303,de
Q61986758,Mason Greenwood,13301,fr
Q33977,Jules Verne,13297,de,es,fr,ja
Q117312887,Fermín López,13280,es,fr
Q1352269,Ryūsei Nakao,13276,ja
Q66019,Heidi Brühl,13273,de
Q465236,Nozomi Sasaki,13261,ja
Q628020,Ángel Papadolopus,13246,es
Q7166214,Pepe Aguilar,13237,es
Q8978260,Yukino Kikuma,13221,ja
Q1896838,Marianne James,13219,fr
Q873858,Yoko Moriguchi,13218,ja
Q1139912,Kensho Ono,13214,ja
Q2409501,Cristian Castro,13181,es
Q484288,Katsuya Nomura,13176,ja
Q84825178,Gento Kōno,13172,ja
Q2960570,Charles de Courson,13169,fr
Q440995,Valérie Bonneton,13155,fr
Q926027,Shinya Aoki,13150,ja
Q288114,Joe Odagiri,13121,ja
Q1433,Lucius Verus,13107,es,fr
Q24866076,Honoka Matsumoto,13104,ja
Q15208010,Lina Larissa Strahl,13089,de
Q3073468,Flavie Flament,13085,fr
Q70331,Cornelia Froboess,13084,de
Q901575,Kōtarō Satomi,13078,ja
Q3091233,Risa Yoshiki,13034,ja
Q30883330,Shunsuke Michieda,13021,ja
Q311586,Lionel Scaloni,13015,es
Q14564883,Laura Wontorra,13015,de
Q513632,Cédric Klapisch,12993,fr
Q845089,Tatsunori Hara,12976,ja
Q105711718,Mariko Mabuchi,12976,ja
Q11451178,Mika Ahn,12968,ja
Q313509,Bernard-Henri Lévy,12945,es,fr
Q710509,Yō Hitoto,12932,ja
Q3840425,Luis de la Fuente,12931,es,fr
Q548992,Luis Alfredo Garavito,12929,es
Q110587306,Louis Bielle-Biarrey,12927,fr
Q10556350,Mariano Díaz,12913,es
Q270146,Anna Mouglalis,12899,fr
Q784021,Gérard Larcher,12892,fr
Q124153238,Carlos Bremer,12886,es
Q531814,Kaká,12872,es,fr
Q11470268,Tetsuto Yamada,12872,ja
Q45207,Antonio Inoki,12870,de,fr,ja
Q16298631,Rozalén,12857,es
Q1262572,Angelique Boyer,12855,es
Q1065661,Tsuyoshi Kusanagi,12854,ja
Q23947987,Kayako Abe,12853,ja
Q56332606,Ronald Araújo,12845,es,fr
Q27999203,Alexandre Pantoja,12821,es,ja
Q118696566,Takerufuji Mikiya,12816,ja
Q187662,Mayu Watanabe,12806,ja
Q112308110,Laure Lavalette,12793,fr
Q266779,Amel Bent,12784,fr
Q38206639,Florence Portelli,12764,fr
Q1635384,Juan Manuel Guilera,12764,es
Q860940,Masashi Tashiro,12761,ja
Q1069915,Yoshinobu Takahashi,12757,ja
Q106766381,Marino Hinestroza,12755,es
Q11422925,Haruka Dan,12749,ja
Q40649,Cristina Fernández de Kirchner,12741,es
Q216271,Max Herre,12732,de
Q186692,Uwe Ochsenknecht,12721,de
Q3118556,Grégory Fitoussi,12717,fr
Q109108584,Mashiro Sakamoto,12696,ja
Q3616107,Yoshio Itoi,12686,ja
Q32671450,Charlotte d'Ornellas,12675,fr
Q1892651,Marc Hosemann,12657,de
Q26705121,Afida Turner,12651,fr
Q104049,Sidney Poitier,12644,de,es,fr
Q117839031,Paul de Saint-Sernin,12640,fr
Q363577,Joaquín Sabina,12633,es
Q112239442,Nomura Taiki,12617,ja
Q27917476,Tomokazu Harimoto,12607,ja
Q9307299,Hideto Asamura,12602,ja
Q137128,Wissam Ben Yedder,12597,fr
Q69013,Fritz Honka,12580,de
Q2657468,María Harfuch Hidalgo,12554,es
Q75317,Thomas D,12551,de
Q93485226,Óscar García,12539,es
Q96756282,Naenano,12531,ja
Q281734,Yuto Nagatomo,12525,ja
Q3247864,Stéphane Bern,12522,fr
Q240521,Agnès Jaoui,12521,fr
Q1083732,Christine Ockrent,12514,fr
Q105258267,Vugar Karamov,12491,ja
Q27514746,Nina Métayer,12485,fr
Q61538759,Valeria Vegas,12471,es
Q11366131,Ayami Nakajō,12470,ja
Q47122,Enrique Iglesias,12468,es
Q11383223,Yoshiyuki Sahashi,12453,ja
Q28843759,Rosalía,12447,es
Q29575749,Manuel Bompard,12439,fr
Q26962,Natsuna Watanabe,12433,ja
Q440,Salvador Allende,12426,es
Q1191183,Toyotomi Hidenaga,12426,ja
Q276005,Charlotte Gainsbourg,12414,de,fr
Q97739,Klaus-Michael Kühne,12405,de
Q11401957,Kazuo Kitamura,12401,ja
Q106418,Catherine Deneuve,12397,fr
Q2863227,Arnaud Tsamere,12389,fr
Q2850948,Anne-Élisabeth Lemoine,12376,fr
Q16265041,Yoichi Ochiai,12376,ja
Q850695,Kie Kitano,12351,ja
Q3547905,Chisato Morishita,12349,ja
Q27920883,Naoki Yoshikawa,12345,ja
Q12839,Cem Özdemir,12342,de
Q3379416,Philippe Bouvard,12320,fr
Q71490,Ulrich Wickert,12312,de
Q232840,Honor Blackman,12298,de
Q108776428,Kenta Bright,12289,ja
Q28933209,Lola González Ruiz,12263,es
Q284731,Arielle Dombasle,12261,fr
Q11059683,Pierre-Emile Højbjerg,12261,es,fr
Q2646866,Alice Dwyer,12259,de
Q97164879,姫野美南,12251,ja
Q132733544,Cansin Köktürk,12245,de
Q2028527,Kayoko Ōkubo,12231,ja
Q123053184,Jonathan Anguelov,12224,fr
Q85264,Sönke Neitzel,12222,de
Q113506942,Eliesse Ben Seghir,12206,fr
Q76283337,Riko Nagase,12200,ja
Q2032119,Roberto De Zerbi,12191,fr
Q11287200,Iruka,12191,ja
Q16864,Horacio Quiroga,12189,es
