qid,enTitle,pageviews_30d_en,sitelinks
Q134183,Magic_Johnson,22240,72
Q299138,Kid_Cudi,22236,41
Q162356,Lady_Jane_Grey,22092,78
Q6221992,Shane_van_Gisbergen,22009,10
Q76478,Kirsten_Dunst,21961,90
Q103646,Ron_Howard,21954,66
Q305177,Jensen_Huang,21946,37
Q551634,Jani_Lane,21922,16
Q294583,Sam_Shepard,21921,55
Q114647602,Andrei_Coubiș,21810,2
Q94579368,King_Von,21810,28
Q52392,Tim_Curry,21799,61
Q191719,Zooey_Deschanel,21740,65
Q212659,Monica_Lewinsky,21695,59
Q17410449,Brooklyn_Beckham,21681,18
Q27953041,One_(rapper),21671,12
Q312870,Jerry_Garcia,21626,36
Q37150,Lana_Del_Rey,21617,147
Q110739094,Ben_Doak,21567,23
Q97500595,Ellie_Goldstein,21561,1
Q2252,Buzz_Aldrin,21553,101
Q6462710,La._Ganesan,21530,10
Q206112,Willie_Nelson,21514,61
Q5105,Celine_Dion,21505,140
Q153330,Prince_Andrew,_Duke_of_York,21495,61
Q81328,Harrison_Ford,21326,100
Q193982,Sinéad_O'Connor,21237,77
Q111627959,Jamie_Gittens,21162,28
Q229507,Jayne_Mansfield,21114,60
Q160554,Muhammad_Ali_Jinnah,21099,99
Q348358,Jack_Swigert,21056,39
Q45923,Aaron_Taylor-Johnson,21036,54
Q2357346,Christopher_Scarver,21019,21
Q170428,Helena_Bonham_Carter,21012,77
Q97748633,Miguel_Bezos,20981,2
Q5362890,Elizabeth_Gunning_(writer),20935,3
Q49004,Patrick_Swayze,20915,77
Q100332250,Ben_Ahlers,20879,4
Q299222,Cody_Rhodes,20875,40
Q223117,Stanley_Tucci,20836,60
Q95026,Shirley_MacLaine,20805,77
Q24040034,Hefin_David,20799,2
Q204630,Phil_McGraw,20798,37
Q42869,Nicolas_Cage,20764,110
Q3877574,Noah_Centineo,20755,41
Q25350184,Christian_Coleman,20614,28
Q7228519,Pooja_Hegde,20474,45
Q484615,Ethan_Hawke,20403,72
Q16234484,Davido,20390,23
Q504886,Olivier_Martinez,20377,29
Q122642385,Shilo_Sanders,20365,1
Q47875,Robbie_Williams,20353,79
Q5109030,Christa_Pike,20327,10
Q125106,Salma_Hayek,20299,89
Q2621755,Joel_Ward_(footballer),20298,29
Q5944264,Hunter_Biden,20239,37
Q58217,Sergey_Lavrov,20204,80
Q275964,Mariska_Hargitay,20162,46
Q201842,Adam_Scott,20098,39
Q115541,Dakota_Fanning,20083,79
Q153850,Maximilian_Kolbe,20076,53
Q348066,Jack_O'Connell_(actor),20061,37
Q405565,Aimee_Osbourne,20029,9
Q15044053,Allan_Saint-Maximin,19911,36
Q24078962,Lauren_Southern,19887,23
Q20088944,Anna_Kalinskaya,19855,25
Q18719458,Victor_Hall_(American_football),19745,2
Q95129121,Tate_McRae,19714,40
Q44616,Wyatt_Earp,19708,43
Q110855695,Ji-young_Yoo,19657,8
Q270691,Sridevi,19643,73
Q187033,Sally_Field,19631,86
Q359442,Bernie_Sanders,19622,118
Q25369,Kobe_Bryant,19544,105
Q67697080,Eugenia_Cooney,19530,5
Q39073476,Joseph_Quinn,19424,34
Q233017,Gina_Carano,19396,44
Q123682,Randy_Johnson,19393,26
Q291309,Cleo_Laine,19378,25
Q96179667,James_"Radio"_Kennedy,19367,2
Q20752077,Mckenna_Grace,19354,36
Q3519776,Kalanithi_Maran,19334,10
Q131248,Lee_Kuan_Yew,19283,101
Q389017,Taissa_Farmiga,19273,43
Q208026,Tom_Hardy,19219,80
Q4061,Woody_Guthrie,19155,52
Q534727,David_Lammy,19089,29
Q314659,Rupert_Friend,19086,36
Q211280,Ray_Liotta,19064,57
Q3119295,Naomi_(wrestler),19036,27
Q676094,Drew_Barrymore,18996,84
Q368720,William_H._Webster,18968,23
Q1770624,Kylie_Jenner,18943,69
Q23000814,Barron_Trump,18873,22
Q16729303,Girish_Gangadharan,18845,2
Q100331973,Howard_Krein,18820,8
Q180453,Dolly_Parton,18797,83
Q169452,Shaquille_O'Neal,18764,72
Q130505691,Lily_Phillips,18658,9
Q349857,Christopher_McDonald,18645,35
Q237602,Katie_Price,18625,30
Q5084390,Charli_XCX,18623,58
Q1279993,Ebon_Moss-Bachrach,18589,29
Q92207782,Harry_Richardson_(actor),18563,4
Q3522947,Sathyaraj,18559,13
Q130237845,Zilla_Fatu,18514,3
Q30148558,Jadon_Sancho,18400,60
Q3566841,Elmer_Wayne_Henley,18376,7
Q41351,Jodie_Foster,18337,101
Q78337779,Katie_Miller,18308,3
Q3235161,NoB,18283,10
Q7322,Christopher_Columbus,18060,210
Q23505,George_H._W._Bush,18035,158
Q121464544,Connor_Zilisch,17958,2
Q1544916,Greg_Gutfeld,17943,14
Q4932698,Bob_Harper_(personal_trainer),17693,8
Q204429,Harry_Kewell,17686,46
Q445270,Flo_Hyman,17667,14
Q213854,Virat_Kohli,17578,54
Q4678957,Adam_DeVine,17545,31
Q316997,Anderson_Cooper,17532,37
Q442492,Steven_Nzonzi,17496,45
Q357608,Aditya_Chopra,17462,29
Q11930,Kevin_Costner,17298,102
Q381477,Kamal_Haasan,17252,48
Q26707663,Lisa_(rapper),17227,76
Q9458,Muhammad,17096,224
Q19787242,Shai_Hope,17058,8
Q2642110,Khudiram_Bose,16829,18
Q280098,Geena_Davis,16802,70
Q222134,Ted_Kaczynski,16757,61
Q3260978,Louis_Adrian,16707,6
Q192069,Enid_Blyton,16607,83
Q234610,Anne_Heche,16509,51
Q107985608,James_Trafford,16455,21
Q223176,Jimmy_Floyd_Hasselbaink,16441,45
Q17319209,Austin_Swift,16343,13
Q11673,Andrew_Cuomo,16180,46
Q119857519,Jack_Plummer,16163,1
Q1615,Neil_Armstrong,16128,171
Q110442577,Travis_Hunter,16118,8
Q27926052,Pete_Alonso,15865,13
Q18762,Frank_Borman,15865,51
Q15069886,Rainey_Qualley,15855,11
Q3634892,Rajiv_Pratap_Rudy,15774,6
Q83758350,Vanessa_Bryant,15772,11
Q254220,Alina_Kabaeva,15746,45
Q964329,David_Jason,15581,27
Q541912,Tammy_Bruce,15519,10
Q51634646,John_Pavlovitz,15471,1
Q135321712,Jeong_Haneul,15429,1
Q2117649,Theodore_Hook,15422,12
Q944611,Dean_Corll,15331,22
Q172303,Tyra_Banks,15321,71
Q271620,Elaine_Hendrix,15304,22
Q483382,Steve_Wozniak,15198,87
Q130235755,John_Mateer_(American_football),15148,1
Q5048309,Case_Keenum,15061,9
Q795406,Joe_Flacco,15004,17
Q188492,Seth_MacFarlane,14979,70
Q61973202,Laufey_(singer),14953,36
Q129700,Mario_Balotelli,14951,79
Q7097880,Opha_May_Johnson,14877,6
Q485298,Gillian_Anderson,14805,89
Q108510,James_Garner,14802,56
Q16234832,Kieffer_Moore,14744,33
Q134481909,Tim_Friede,14696,1
Q23784752,Mark_Bezos,14691,5
Q41548,Antonio_Banderas,14622,87
Q135431697,Jake_Larson,14597,4
Q64069704,Saoirse-Monica_Jackson,14535,12
Q2087610,Mahesh_Babu,14477,39
Q324546,Marco_Rubio,14462,66
Q2700543,Georgia_Groome,14414,14
Q118146125,Hezly_Rivera,14341,16
Q13561651,Scarlett_Bordeaux,14251,16
Q233282,Lyudmila_Putina,14234,47
Q42055714,Elena_Rybakina,14231,43
Q1252051,Dan_Bucatinsky,14101,19
Q121598445,Lucy_Letby,14064,15
Q19816371,Maria_Vorontsova,14058,25
Q25720,Johnny_Damon,14027,16
Q11662,Steffi_Graf,14023,82
Q3266021,Lucy_Spraggan,13987,9
Q7490037,Sharon_Duce,13964,2
